id,nume,lat,lng
12152,Tisauti,47.6243881,26.3086926
12153,Izvoarele Sucevei,47.7504617,25.1634728
12154,Bobeica,47.7204473,25.1289198
12155,Brodina (Izvoarele Sucevei),47.7768185,25.2697647
12156,Liteni,47.5208469,26.5300377
12157,Corni,47.4733722,26.5567189
12158,Roscani,47.5332919,26.5488896
12159,Rotunda,47.4875138,26.5263445
12160,Silistea,47.5261262,26.4822592
12161,Vercicani,47.527681,26.574072
12162,Marginea,47.8112897,25.817375
12163,Malini,47.4536485,26.0872309
12164,Iesle,47.3196022,25.922979
12165,Paraie,47.4628481,26.0710389
12166,Poiana Marului,47.4155314,26.0498011
12167,Valeni-Stanisoara,47.3690122,25.9769831
12168,Manastirea Humorului,47.5984046,25.8588462
12169,Plesa,47.6259576,25.8373096
12170,Poiana Micului,47.6761602,25.7599262
12171,Milisauti,47.785723,25.9996168
12172,Badeuti,47.8009002,25.9806113
12173,Gara,47.7754801,26.0499241
12174,Lunca (Milisauti),47.7704004,26.0110573
12175,Mitocu Dragomirnei,47.731581,26.2431205
12176,Dragomirna,47.7602621,26.2258524
12177,Lipoveni,47.7248515,26.2247809
12178,Mitocasi,47.7309947,26.261655
12179,Moara,47.6,26.233333
12180,Bulai,47.6155867,26.218413
12181,Frumoasa,47.5990635,26.1930898
12182,Groapa Vladichii,47.5598554,26.2415366
12183,Liteni (Moara),47.5714996,26.183304
12184,Moara Carp,47.5813703,26.2289945
12185,Moara Nica,47.6068134,26.2192587
12186,Vornicenii Mari,47.5602726,26.1215662
12187,Vornicenii Mici,47.5652876,26.1602772
12188,Moldova-Sulita,47.7,25.25
12189,Benia,47.6614335,25.2687885
12190,Moldovita,47.7441828,25.4582727
12191,Argel,47.76258,25.4528295
12192,Demacusa,47.6993145,25.5032512
12193,Rasca,47.3539681,26.1194418
12194,Musenita,47.9475724,25.9757948
12195,Bainet,47.9676082,25.9422868
12196,Bancesti,47.9547656,26.0062293
12197,Climauti,47.9666466,25.9243514
12198,Vascauti,47.9725442,26.0258045
12199,Vicsani,47.9368399,25.9790915
12200,Ostra,47.3648629,25.7285346
12201,Tarnicioara,47.4102607,25.7547355
12202,Panaci,47.2474539,25.3804471
12203,Catrinari,47.1871303,25.4592029
12204,Coverca,47.2327049,25.3932457
12205,Dragoiasa,47.1652499,25.4362552
12206,Glodu,47.1676093,25.4756481
12207,Paltinis,47.1900704,25.4248571
12208,Paltinoasa,47.5498068,25.9564931
12209,Capu Codrului,47.5292897,25.9868924
12210,Patrauti,47.7186937,26.1879278
12211,Partestii de Jos,47.6146903,25.9546799
12212,Deleni,47.6302371,25.9719911
12213,Varvata,47.6116151,25.9985496
12214,Varfu Dealului,47.6058637,25.9381585
12215,Poiana Stampei,47.1695001,25.1450813
12216,Casoi,47.3028853,25.1113513
12217,Dornisoara,47.2190982,25.0829616
12218,Pilugani,47.3318579,25.1684942
12219,Praleni,47.3382633,25.1745347
12220,Tataru,47.3353882,25.0976586
12221,Tesna (Poiana Stampei),47.3334671,25.1226209
12222,Pojorata,47.5237305,25.4687951
12223,Valea Putnei,47.4843746,25.3750826
12224,Preutesti,47.461536,26.4135173
12225,Arghira,47.461995,26.4647753
12226,Bahna Arin,47.4875992,26.438461
12227,Basarabi,47.4531326,26.4474541
12228,Hartop,47.4690583,26.3617932
12229,Husi,47.4433841,26.3911982
12230,Leucusesti,47.4273426,26.3710016
12231,Putna,47.8578513,25.60097
12232,Gura Putnei,47.8991975,25.5881174
12233,Radaseni,47.4867133,26.2420176
12234,Lamaseni,47.4923556,26.2243877
12235,Pocoleni,47.5004936,26.2662192
12236,Rasca,47.3539681,26.1194418
12237,Buda (Rasca),47.366534,26.1832762
12238,Dumbraveni (Rasca),47.3533731,26.2102169
12239,Jahalia,47.3755703,26.2426779
12240,Slatioara (Rasca),47.3772161,26.1181768
12241,Sadova,47.5865878,25.4580359
12242,Salcea,47.6530556,26.3690331
12243,Mereni,47.6631478,26.328104
12244,Plopeni,47.6642271,26.3397943
12245,Prelipca,47.6141118,26.3557447
12246,Varatec,47.6389167,26.3995592
12247,Satu Mare,47.816667,26
12248,Tibeni,47.8106797,26.0219712
12249,Siminicea,47.6988222,26.3976278
12250,Grigoresti,47.7176571,26.3802259
12251,Slatina,47.466667,26
12252,Gainesti,47.4166025,25.9103832
12253,Herla,47.4414368,26.0080253
12254,Straja,47.9207042,25.5476939
12255,Stroiesti,47.6155605,26.1242892
12256,Valcelele,47.651453,26.0946413
12257,Zaharesti,47.5862846,26.1524749
12258,Stulpicani,47.4582984,25.7647067
12259,Gemenea,47.4538405,25.7123366
12260,Negrileasa,47.4272674,25.8119624
12261,Slatioara (Stulpicani),47.4622753,25.6662035
12262,Vadu Negrilesei,47.3877521,25.8373279
12263,Sucevita,47.783333,25.716667
12264,Voievodeasa,47.7995931,25.7480007
12265,Saru Dornei,47.2900638,25.3683191
12266,Gura Haitii,47.1995855,25.2674972
12267,Neagra Sarului,47.2398613,25.3298936
12268,Plaiu Sarului,47.3044318,25.3737219
12269,Sarisor,47.2593864,25.3133627
12270,Sarisoru Mare,47.2719647,25.3345905
12271,Saru Bucovinei,47.2894584,25.3460493
12272,Scheia,47.6578039,26.2209978
12273,Florinta,47.6434107,26.1316462
12274,Mihoveni,47.6779988,26.1816404
12275,Sfantu Ilie,47.6355482,26.2095764
12276,Trei Movile,47.6313903,26.1552164
12277,Todiresti,47.7052102,26.0539301
12278,Costana,47.693012,26.1202169
12279,Parhauti,47.7100341,26.0882907
12280,Sarghiesti,47.7194731,26.0901676
12281,Solonet,47.6900172,26.0242212
12282,Udesti,47.5750793,26.4123359
12283,Chiliseni,47.5611761,26.47911
12284,Luncusoara,47.596667,26.3542961
12285,Manastioara (Udesti),47.5553075,26.3936852
12286,Plavalari,47.5682439,26.3546372
12287,Poieni-Suceava,47.573423,26.4616256
12288,Racova,47.5494428,26.4493388
12289,Reuseni,47.580941,26.3672725
12290,Rusii-Manastioara,47.5915229,26.3778084
12291,Securiceni,47.5769931,26.3432073
12292,Stirbat,47.5556865,26.4906067
12293,Ulma,47.8538344,25.2612817
12294,Costileva,47.8770819,25.2351885
12295,Lupcina,47.8314249,25.2473557
12296,Magura,47.8202969,25.2456938
12297,Nisipitu,47.8737243,25.3252
12298,Vadu Moldovei,47.383333,26.366667
12299,Camarzani,47.3999849,26.3860044
12300,Ciumulesti,47.3772599,26.392926
12301,Cotu Baii,47.4157812,26.2793366
12302,Dumbravita,47.3978079,26.3416314
12303,Fantana Mare,47.4067499,26.2893557
12304,Ioneasa,47.372887,26.4371213
12305,Mesteceni,47.4018128,26.4184491
12306,Movileni,47.4003285,26.4085199
12307,Nigotesti,47.386141,26.4313369
12308,Praxia,47.3785559,26.3198737
12309,Spataresti,47.4294339,26.3065839
12310,Valea Moldovei,47.4729413,26.0241917
12311,Mironu,47.4872008,26.0087454
12312,Capu Campului,47.50476,25.9797057
12313,Vama,47.5606521,25.6880128
12314,Molid,47.5705269,25.7289707
12315,Prisaca Dornei,47.5402994,25.6579087
12316,Stramtura,47.5857028,25.676614
12317,Vatra Moldovitei,47.65,25.566667
12318,Ciumarna,47.7069984,25.6091274
12319,Paltinu,47.6419204,25.5235494
12320,Veresti,47.6400162,26.4538006
12321,Bursuceni,47.6495442,26.4739647
12322,Corocaiesti,47.6360059,26.4859552
12323,Hancea,47.5986755,26.4581889
12324,Vicovu de Jos,47.8843902,25.7109322
12325,Vicovu de Sus,47.9304574,25.628784
12326,Bivolaria,47.9100806,25.6808854
12327,Volovat,47.8063031,25.8928041
12328,Burla,47.7848702,25.9268493
12329,Vulturesti,47.5208727,26.3784527
12330,Giurgesti,47.5034076,26.4224642
12331,Hreatca,47.5295997,26.3564377
12332,Jacota,47.5078021,26.388726
12333,Meresti,47.5482493,26.4089098
12334,Osoi,47.523269,26.4592505
12335,Plesesti,47.5141975,26.3601656
12336,Valea Glodului,47.5104961,26.4496702
12337,Zamostea,47.8647363,26.1962944
12338,Badragi,47.8767407,26.1634545
12339,Ciomartan,47.8733875,26.1771706
12340,Cojocareni,47.8570514,26.2195649
12341,Corpaci,47.8648558,26.1687422
12342,Lunca (Zamostea),47.8889354,26.2191729
12343,Nicani,47.8741697,26.2226668
12344,Rauteni,47.8471043,26.1980148
12345,Tautesti,47.8476215,26.2283288
12346,Zvoristea,47.8397112,26.292917
12347,Buda (Zvoristea),47.8481284,26.25865
12348,Dealu,47.8334719,26.2590283
12349,Poiana (Zvoristea),47.7899744,26.269112
12350,Slobozia (Zvoristea),47.7934789,26.3194266
12351,Stanca,47.8241673,26.2753571
12352,Stancuta,47.8095177,26.2757282
12353,Serbanesti,47.8096084,26.318417
12354,Bahnari,46.6415813,27.7987
12355,Brodoc,46.6514365,27.6742121
12356,Moara Grecilor,46.6722109,27.7417276
12357,Rediu (Vaslui),46.635123,27.6941955
12358,Viisoara (Vaslui),46.3814768,27.8968111
12359,Husi,46.6758644,28.05899
12360,Negresti,46.8365545,27.4571657
12361,Cazanesti,46.8662872,27.4987802
12362,Cioatele,46.829863,27.4300395
12363,Glodeni,46.8402669,27.5183936
12364,Parpanita,46.8334334,27.486828
12365,Poiana,46.8061987,27.4860347
12366,Valea Mare (Negresti),46.8134314,27.4606769
12367,Albesti,46.5000078,27.8613592
12368,Corni-Albesti,46.5194862,27.8713762
12369,Crasna,46.508754,27.8281988
12370,Gura Albesti,46.4690638,27.8381559
12371,Alexandru Vlahuta,46.4455393,27.6284325
12372,Buda (Alexandru Vlahuta),46.4687374,27.6042253
12373,Ghicani,46.3939002,27.6522819
12374,Ibanesti,46.3955907,27.6235068
12375,Manzati,46.4428548,27.5939965
12376,Morareni,46.5082503,27.5896729
12377,Putu Olarului,46.3750308,27.645128
12378,Arsura,46.8139281,28.0221861
12379,Fundatura (Arsura),46.7966595,28.0230622
12380,Mihail Kogalniceanu,46.7950569,28.0685235
12381,Pahnesti,46.7802411,28.035551
12382,Banca,46.3470305,27.7864231
12383,1 Decembrie,46.3580459,27.8086042
12384,Gara Banca,46.3360173,27.7937912
12385,Ghermanesti (Banca),46.3247073,27.8367125
12386,Miclesti (Banca),46.3237874,27.8991006
12387,Mitoc,46.3813916,27.7815109
12388,Satu Nou (Banca),46.6970285,27.7466182
12389,Salcioara,46.3438393,27.771454
12390,Sarbi,46.3934313,27.8047801
12391,Stoisesti,46.3417963,27.8505621
12392,Stramtura-Mitoc,46.3613807,27.7836241
12393,Tifu,46.3342291,27.8890335
12394,Bacani,46.3237679,27.677645
12395,Baltateni,46.3295788,27.6900638
12396,Drujesti,46.3072506,27.6739773
12397,Suseni,46.3524424,27.6645964
12398,Vulpaseni,46.362173,27.6769186
12399,Bacesti,46.8114985,27.2405661
12400,Armaseni (Bacesti),46.8433429,27.2512297
12401,Babusa,46.8081855,27.2255288
12402,Paltinis,46.7905832,27.2432826
12403,Tibanestii Buhlii,46.8633776,27.2444042
12404,Vovriesti,46.8711879,27.203801
12405,Balteni,46.6749679,27.6066357
12406,Balteni-Deal,46.6606804,27.6139259
12407,Chetresti,46.6828193,27.5915362
12408,Berezeni,46.392814,28.1231074
12409,Musata,46.4422797,28.0888266
12410,Ranceni,46.4036079,28.1070203
12411,Satu Nou (Berezeni),46.3538632,28.1472847
12412,Stuhulet,46.414188,28.0673213
12413,Blagesti,46.1345095,28.0124763
12414,Igesti,46.1509991,27.9941945
12415,Sipeni,46.1360177,27.9824726
12416,Bogdana,46.526663,27.6311375
12417,Arsita,46.5600168,27.6235554
12418,Fantana Blanarului,46.5932868,27.5989188
12419,Gavanu,46.5080038,27.610527
12420,Lacu Babei,46.5853957,27.5880136
12421,Plopeni,46.5800313,27.5998457
12422,Similisoara,46.5175976,27.607377
12423,Suceveni,46.5362926,27.6465221
12424,Verdes,46.5480293,27.6165428
12425,Bogdanesti,46.4532157,27.7230495
12426,Buda (Bogdanesti),46.4918632,27.7119222
12427,Horoiata,46.3567295,27.7470735
12428,Hupca,46.4060192,27.7124595
12429,Orgoiesti,46.4895192,27.6935999
12430,Ulea,46.4199692,27.7334727
12431,Untesti,46.3995033,27.7298732
12432,Visinari,46.4639456,27.6994723
12433,Vladesti,46.4524771,27.7085391
12434,Bogdanita,46.4589881,27.6836999
12435,Cartibasi,46.4564985,27.6684159
12436,Cepesti,46.3858169,27.680679
12437,Coroiesti (Bogdanita),46.4377674,27.6730209
12438,Radaesti,46.4089592,27.6802124
12439,Schitu,46.5028692,27.6711628
12440,Tunsesti,46.4833674,27.6575557
12441,Botesti,46.7872715,27.8953476
12442,Ganesti,46.8127595,27.9240065
12443,Gugesti,46.7659244,27.8919384
12444,Talpigeni,46.8371887,27.8873347
12445,Bunesti-Averesti,46.833333,27.966667
12446,Armaseni (Bunesti-Averesti),46.807298,27.9829718
12447,Bunesti,46.8316245,27.9702994
12448,Plopi,46.7710011,27.9914312
12449,Podu Oprii,46.832847,27.9458881
12450,Averesti,46.7856395,27.985611
12451,Rosiori,46.7961955,27.9754359
12452,Tabalaiesti,46.7631407,27.9766416
12453,Codaesti,46.8711026,27.7660259
12454,Ghergheleu,46.8533571,27.7163542
12455,Pribesti,46.9121482,27.7943947
12456,Rediu Galian,46.8907312,27.7236857
12457,Coroiesti,46.2433996,27.4876066
12458,Chilieni,46.3024099,27.4768073
12459,Coroiestii de Sus,46.2627933,27.4900135
12460,Hreasca,46.3397242,27.4999511
12461,Mireni,46.3146217,27.4895255
12462,Movileni,46.2702526,27.5134977
12463,Pacuraresti,46.2832533,27.4846205
12464,Costesti,46.496254,27.7620373
12465,Chitcani,46.4532409,27.7822772
12466,Dinga,46.4950783,27.7343437
12467,Parvesti,46.4745866,27.7418502
12468,Puntiseni,46.4779387,27.7649516
12469,Radesti,46.4777966,27.7902011
12470,Cretesti,46.6399061,27.977943
12471,Budesti,46.6110927,27.9536927
12472,Cretestii de Sus,46.6369872,27.9791029
12473,Satu Nou (Cretesti),46.6550806,27.9748891
12474,Danesti,46.8468719,27.6711365
12475,Bereasa,46.8314743,27.6549606
12476,Botoaia,46.8255884,27.6349372
12477,Emil Racovita,46.8736952,27.6812028
12478,Rascani (Danesti),46.8563373,27.6299204
12479,Tatarani (Danesti),46.8051466,27.6731021
12480,Deleni,46.5305791,27.7601021
12481,Bulboaca,46.5483368,27.7767098
12482,Moreni,46.5136914,27.7327799
12483,Zizinca,46.5489169,27.7646012
12484,Delesti,46.6888614,27.5533468
12485,Albesti (Delesti),46.7046118,27.5454376
12486,Balesti,46.7168143,27.5210946
12487,Cozmesti,46.7260709,27.4904944
12488,Fastaci,46.7308865,27.446803
12489,Fundatura (Delesti),46.6870473,27.5302669
12490,Harsova,46.6692751,27.5434687
12491,Hordilesti,46.744398,27.5090804
12492,Manastirea (Delesti),46.6952869,27.5537061
12493,Raduiesti,46.6960873,27.5831621
12494,Dimitrie Cantemir,46.5,28.05
12495,Grumezoaia,46.5575849,28.0373539
12496,Gusitei,46.4575727,28.0264797
12497,Hurdugi,46.5080615,28.0569363
12498,Plotonesti,46.5557268,28.0737428
12499,Urlati,46.5668603,28.0515139
12500,Dragomiresti,46.6296829,27.3396227
12501,Babuta,46.6091149,27.3525558
12502,Belzeni,46.6207589,27.3061615
12503,Botoi,46.4631059,27.7398031
12504,Ciuperca,46.6103115,27.4070227
12505,Doagele,46.6672766,27.3300627
12506,Poiana Pietrei,46.646497,27.3475543
12507,Popesti (Dragomiresti),46.5920613,27.3996667
12508,Radeni,46.5919272,27.3700267
12509,Semenea,46.6070869,27.3704713
12510,Tulesti,46.6023546,27.3271254
12511,Vladia,46.6383009,27.3137756
12512,Dranceni,46.7703121,28.1171432
12513,Albita,46.7979936,28.1435791
12514,Baile Dranceni,46.815569,28.1022632
12515,Ghermanesti (Dranceni),46.8289722,28.0790203
12516,Rasesti,46.7719737,28.140385
12517,Soparleni,46.7596323,28.1191167
12518,Duda-Epureni,46.705278,28.031667
12519,Bobesti,46.7221662,28.0003892
12520,Duda,46.7498135,28.04164
12521,Epureni (Duda-Epureni),46.7062907,28.0380013
12522,Valea Grecului,46.7195171,28.1013692
12523,Dumesti,46.8376185,27.3013915
12524,Dumestii Vechi,46.8323729,27.3065491
12525,Schinetea,46.8624331,27.2582435
12526,Valea Mare (Dumesti),46.8324881,27.3289001
12527,Epureni,46.2450552,27.8979847
12528,Barlalesti,46.2207449,27.9164946
12529,Bursuci,46.2210856,27.8662742
12530,Horga,46.2794933,27.8901724
12531,Falciu,46.2930548,28.1415999
12532,Bogdanesti (Falciu),46.2520817,28.1104708
12533,Bozia,46.3403462,28.1200708
12534,Copaceana,46.3553165,28.063916
12535,Odaia Bogdana,46.2883479,28.0814476
12536,Ranzesti,46.220335,28.0934676
12537,Gagesti,46.3309187,27.9701173
12538,Giurcani,46.2813778,27.980895
12539,Peicani,46.3038017,27.9867716
12540,Popeni (Gagesti),46.3548176,27.9754174
12541,Tupilati,46.3938187,27.9776972
12542,Garceni,46.754222,27.3060575
12543,Dumbraveni,46.7646282,27.3390233
12544,Racova,46.7438034,27.2477892
12545,Racovita,46.758049,27.2582716
12546,Slobozia,46.7514333,27.2282331
12547,Trohan,46.729993,27.2862834
12548,Gherghesti,46.4975659,27.534733
12549,Chetrosu,46.5695824,27.5038843
12550,Corodesti,46.5292806,27.5114293
12551,Dragomanesti,46.5005626,27.5275848
12552,Draxeni,46.5823038,27.474934
12553,Lazu,46.5775587,27.4932045
12554,Lunca,46.4558041,27.5443285
12555,Soci,46.4922438,27.5557918
12556,Valea Lupului,46.4841871,27.5468469
12557,Grivita,46.1614807,27.6605992
12558,Fruntiseni,46.2046282,27.7668292
12559,Grajdeni,46.1898962,27.7786204
12560,Odaia Bursucani,46.1514414,27.7087457
12561,Trestiana,46.1900884,27.6696559
12562,Hoceni,46.5140789,27.9803607
12563,Barbosi,46.4876452,27.9671221
12564,Deleni (Hoceni),46.5195975,27.9841062
12565,Oteleni,46.5391024,27.9793328
12566,Rediu (Hoceni),46.5463254,27.9311748
12567,Siscani,46.5818658,27.9950412
12568,Tomsa,46.5683245,27.9944697
12569,Iana,46.3745628,27.5625689
12570,Halaresti,46.3965936,27.5550948
12571,Recea,46.4469605,27.5508867
12572,Silistea (Iana),46.4279637,27.5615697
12573,Vadurile,46.3711742,27.5432622
12574,Ivanesti,46.6325173,27.454382
12575,Albina,46.6582139,27.3720934
12576,Blesca,46.6579902,27.4037874
12577,Brosteni,46.6341037,27.4908961
12578,Buscata,46.6338277,27.4166845
12579,Cosca,46.6813246,27.4745556
12580,Cosesti,46.6748204,27.4519215
12581,Fundatura Mare,46.7035744,27.4490658
12582,Fundatura Mica,46.7041124,27.4369333
12583,Harsoveni,46.643051,27.5065687
12584,Iezerel,46.6522851,27.4358725
12585,Ursoaia,46.6504099,27.4054148
12586,Valea Mare (Ivanesti),46.6603514,27.4876
12587,Valea Oanei,46.6668539,27.429896
12588,Ivesti,46.1926756,27.536209
12589,Belcesti,46.1550594,27.5147414
12590,Pogonesti,46.1545433,27.5340553
12591,Polocin,46.137065,27.5294008
12592,Laza,46.6463378,27.5914863
12593,Bejenesti,46.6509801,27.6148883
12594,Poiana lui Alexa,46.6183892,27.6162191
12595,Puscasi,46.6196034,27.6439706
12596,Rasnita,46.6607413,27.5737276
12597,Sauca,46.6574407,27.5988749
12598,Teisoru,46.6050657,27.5874479
12599,Valea Targului,46.6554924,27.6524842
12600,Lipovat,46.5672309,27.709716
12601,Capusneni,46.5248505,27.6852676
12602,Chitoc,46.5939926,27.6721711
12603,Corbu,46.5823748,27.706576
12604,Fundu Vaii (Lipovat),46.5466683,27.6764533
12605,Lunca Banului,46.5973081,28.1673685
12606,Broscosesti,46.5688104,28.2201793
12607,Condrea,46.5408924,28.2147632
12608,Focsa,46.564292,28.190735
12609,Lunca Veche,46.5294389,28.1746947
12610,Otetoaia,46.5812586,28.1736714
12611,Raducani,46.4631059,27.7398031
12612,Malusteni,46.1756606,27.9255718
12613,Ghireasca,46.1983722,27.895937
12614,Lupesti,46.1786,27.8802562
12615,Manastirea (Malusteni),46.1787909,27.9552351
12616,Manzatesti,46.1563618,27.8861663
12617,Tutcani,46.1617659,27.9487418
12618,Miclesti,46.8247977,27.8325048
12619,Chircesti,46.8455784,27.8480858
12620,Popesti (Miclesti),46.7928892,27.8393334
12621,Muntenii de Jos,46.6051359,27.7687321
12622,Bacaoani,46.5810978,27.7783958
12623,Manjesti,46.6039678,27.8078502
12624,Secuia,46.5658057,27.7993908
12625,Murgeni,46.2063885,28.0194052
12626,Carja,46.1553106,28.1043038
12627,Floreni,46.2382798,27.9773209
12628,Latesti,46.184802,27.9837647
12629,Raiu,46.2413782,28.0144211
12630,Sarateni,46.1938032,27.9595887
12631,Schineni,46.2013304,27.9507143
12632,Oltenesti,46.5829123,27.9024805
12633,Curteni,46.6006367,27.9340625
12634,Pahna,46.5552848,27.8689468
12635,Tarzii,46.5680958,27.8697674
12636,Vinetesti,46.6228541,27.8895099
12637,Zgura,46.5690234,27.9377332
12638,Osesti,46.7622939,27.4816317
12639,Buda (Osesti),46.7626712,27.4248136
12640,Padureni (Osesti),46.7856924,27.4392241
12641,Valcele,46.7470353,27.4461401
12642,Padureni,46.6227189,28.0770214
12643,Capotesti,46.593797,28.0973631
12644,Davidesti,46.6041656,28.0902977
12645,Ivanesti (Padureni),46.5628587,28.1155046
12646,Leosti (Padureni),46.6115115,28.0725218
12647,Rusca,46.6420077,28.0634448
12648,Todireni,47.6209291,27.1190331
12649,Valeni (Padureni),46.5947825,28.0642592
12650,Perieni,46.3062712,27.6109331
12651,Ciocani,46.2621213,27.5521687
12652,Crang,46.2446149,27.6093561
12653,Crangu Nou,46.2756204,27.5673212
12654,Podu Petris,46.2389238,27.5339739
12655,Pogana,46.3157464,27.5746352
12656,Bogesti,46.3439317,27.5484301
12657,Carjoani,46.3227226,27.5304868
12658,Mascurei,46.3393659,27.5237146
12659,Tomesti,46.3531469,27.5801261
12660,Poienesti,46.6283919,27.5303927
12661,Dealu Secarii,46.5191792,27.567071
12662,Floresti,46.5527099,27.5612208
12663,Frasinu,46.6166529,27.5054577
12664,Fundu Vaii (Poienesti),46.5745943,27.5233639
12665,Oprisita,46.6137685,27.5690489
12666,Poienesti-Deal,46.5878803,27.5335378
12667,Puiesti,46.42425,27.4861619
12668,Bartalus-Mocani,46.393652,27.4543072
12669,Bartalus-Razesi,46.3812722,27.4608446
12670,Calimanesti,46.4992883,27.4243839
12671,Cetatuia,46.4301504,27.4334614
12672,Cristesti,46.4633578,27.4553857
12673,Fantanele,46.4963393,27.4507778
12674,Fulgu,46.4971158,27.3926831
12675,Galtesti,46.4329129,27.5151724
12676,Iezer,46.4111624,27.5240331
12677,Lalesti,46.4739898,27.424384
12678,Rotari,46.4160221,27.4592061
12679,Rusi,46.4583004,27.5048224
12680,Pungesti,46.7070309,27.3374672
12681,Armasoaia,46.6821635,27.3908748
12682,Cursesti-Deal,46.7126773,27.3887428
12683,Cursesti-Vale,46.7183113,27.3745102
12684,Hordila,46.4631059,27.7398031
12685,Rapsa,46.711181,27.4146734
12686,Silistea (Pungesti),46.6906746,27.368026
12687,Stejaru,46.6857466,27.3164873
12688,Toporasti,46.6901422,27.4128949
12689,Rebricea,46.8550188,27.5572036
12690,Bolati,46.8461636,27.5936966
12691,Craciunesti,46.8713597,27.5295996
12692,Draxeni,46.5823038,27.474934
12693,Macresti (Rebricea),46.8916035,27.5347879
12694,Ratesu Cuzei,46.8397919,27.560426
12695,Sasova,46.8802735,27.5783067
12696,Tatomiresti,46.9014215,27.5322716
12697,Tufestii de Jos,46.4631059,27.7398031
12698,Rosiesti,46.444471,27.8894593
12699,Codreni,46.480484,27.9032533
12700,Gara Rosiesti,46.4294146,27.833284
12701,Gura Idrici,46.4142829,27.8807733
12702,Idrici,46.4688621,27.9004752
12703,Rediu (Rosiesti),46.474709,27.8685017
12704,Valea lui Darie,46.4542828,27.9359159
12705,Solesti,46.7686272,27.8072713
12706,Bousori,46.7311999,27.825284
12707,Iaz,46.8201319,27.7581675
12708,Satu Nou (Solesti),46.7826698,27.7986413
12709,Serbotesti,46.8095945,27.7758597
12710,Stioborani,46.7490056,27.8569254
12711,Valea Silistei,46.7461039,27.8282523
12712,Stanilesti,46.620597,28.1730992
12713,Bogdana-Voloseni,46.6384613,28.1184387
12714,Budu Cantemir,46.6140865,28.1265532
12715,Chersacosu,46.7183545,28.1376272
12716,Gura Vaii,46.6450109,28.1575501
12717,Poganesti,46.6932694,28.1653949
12718,Saratu,46.622181,28.2379675
12719,Stefan cel Mare,46.7164797,27.6299915
12720,Barzesti,46.7429325,27.5611084
12721,Brahasoaia,46.7170146,27.6029541
12722,Calugareni,46.7283497,27.574501
12723,Cantalaresti,46.730196,27.6199526
12724,Maraseni,46.7001733,27.6649077
12725,Muntenesti,46.7586424,27.5308443
12726,Suletea,46.3005857,27.9230959
12727,Fedesti,46.3044064,27.8743425
12728,Jigalia,46.3127514,27.9212113
12729,Rascani (Suletea),46.3162539,27.9006235
12730,Tanacu,46.6751141,27.8447914
12731,Benesti,46.6967292,27.827189
12732,Muntenii de Sus,46.6938187,27.7538701
12733,Satu Nou (Muntenii de Sus),46.6970285,27.7466182
12734,Tacuta,46.9302879,27.6702363
12735,Cujba,46.956551,27.6625768
12736,Dumasca,46.9250379,27.7053171
12737,Focseasca,46.9334671,27.6329952
12738,Mircesti,46.9000713,27.6705117
12739,Protopopesti,46.9663554,27.6376083
12740,Sofieni,46.9515394,27.6466269
12741,Tatarani,46.6950928,27.961954
12742,Baltati,46.6989984,27.8978054
12743,Crasnaseni,46.670291,27.9569259
12744,Giurgesti,46.7359582,27.9755164
12745,Leosti (Tatarani),46.663019,27.9449286
12746,Mantu,46.7354677,27.9279761
12747,Stroiesti,46.7239709,27.9787925
12748,Valea Seaca,46.7510104,27.9754969
12749,Valea lui Bosie,46.7102527,27.97381
12750,Todiresti,46.8509446,27.3914904
12751,Cotic,46.8722215,27.3647856
12752,Dragesti,46.8669017,27.3879059
12753,Huc,46.8302058,27.4060029
12754,Plopoasa,46.8162909,27.3714186
12755,Rafaila,46.8019104,27.3639144
12756,Silistea (Todiresti),46.8390093,27.409849
12757,Sofronesti,46.8803366,27.3763886
12758,Valea Popii,46.862308,27.4107227
12759,Viisoara (Todiresti),46.8307396,27.3609814
12760,Tutova,46.1168001,27.5552495
12761,Badeana,46.1630828,27.5952652
12762,Borodesti,46.0557628,27.5843784
12763,Ciortolom,46.1113698,27.5736011
12764,Coroiu,46.1053688,27.54227
12765,Crivesti,46.089998,27.5617124
12766,Pochidia,46.0461756,27.5545431
12767,Satu Nou (Pochidia),46.0439792,27.5950095
12768,Salceni,46.061772,27.5687487
12769,Vizureni,46.0827201,27.5896038
12770,Valeni,46.7464101,27.7624971
12771,Feresti,46.7832236,27.6969064
12772,Moara Domneasca,46.7166011,27.7566129
12773,Vetrisoaia,46.4295951,28.2093698
12774,Bumbata,46.4847127,28.2248709
12775,Viisoara,46.3814768,27.8968111
12776,Dodesti,46.3492674,27.9155489
12777,Halta Dodesti,46.3758767,27.8221595
12778,Urdesti,46.3486469,27.9423954
12779,Valeni (Viisoara),46.3854385,27.8449504
12780,Viltotesti,46.3788872,27.877141
12781,Vinderei,46.1480288,27.7953807
12782,Bradesti,46.1618799,27.7721906
12783,Docani,46.1416636,27.7508903
12784,Docaneasa,46.1125412,27.7978183
12785,Gara Docaneasa,46.1138371,27.7855484
12786,Gara Talasman,46.1341699,27.8406076
12787,Obarseni (Vinderei),46.1832461,27.8430866
12788,Valea Lunga,46.1480249,27.8321383
12789,Voinesti,46.5615853,27.4270167
12790,Avramesti,46.5531295,27.3592806
12791,Bancesti,46.5404045,27.4460798
12792,Corobanesti,46.515006,27.4638873
12793,Gardesti,46.5509034,27.4506805
